STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,tax,Taxes,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,IT,Italy,2022,,10485,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,IT,Italy,2023,,11103,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2014,,12.91,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2015,,15.03,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2016,,14.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2017,,14.91,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2018,,14.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2019,,15.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2020,,15.56,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LI,Liechtenstein,2021,,15.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2014,,36.74,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2015,,31.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2016,,33.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2017,,34.45,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2018,,38.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2019,,38.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2020,,52.34,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2021,,68.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2022,,68.08,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LT,Lithuania,2023,,76.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2014,,69.62,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2015,,69.46,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2016,,67.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2017,,67.48,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2018,,67.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2019,,68.25,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2020,,69.07,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2021,,69.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2022,,69.44,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LU,Luxembourg,2023,,69.58,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2014,,103.92,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2015,,110.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2016,,115.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2017,,112.85,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2018,,115.8,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2019,,116.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2020,,119.22,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2021,,122.52,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2022,,123.91,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,LV,Latvia,2023,,127.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2014,,94.63,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2015,,108.59,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2016,,112.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2017,,123.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2018,,130.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2019,,136.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2020,,122.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2021,,108.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2022,,110.71,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,MT,Malta,2023,,129.6,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2014,,6555,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2015,,7001,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2016,,7161,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2017,,7678,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2018,,8077,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2019,,8236,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2020,,7429,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2021,,7616,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2022,,7776,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NL,Netherlands,2023,,8434,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2014,,3706.07,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2015,,3346.07,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2016,,3276.75,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2017,,3132.52,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2018,,2858.56,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2019,,2636.96,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2020,,1906.13,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2021,,1922.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2022,,1970.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,NO,Norway,2023,,1884.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2014,,829.05,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2015,,911.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2016,,965.58,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2017,,1063.89,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2018,,1147.01,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2019,,1185.31,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2020,,954.99,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2021,,1040.04,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2022,,1035.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PL,Poland,2023,,1239.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2014,,1014.65,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2015,,1122.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2016,,1251.36,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2017,,1374.47,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2018,,1435.02,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2019,,1458.62,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2020,,1130.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2021,,1127.85,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2022,,1213.81,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,PT,Portugal,2023,,1307.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2014,,393.52,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2015,,370.95,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2016,,400.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2017,,258.23,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2018,,280.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2019,,313.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2020,,308.39,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2021,,376.06,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2022,,394.05,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,RO,Romania,2023,,416.28,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2014,,1846.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2015,,2004.92,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2016,,2080.28,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2017,,2067.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2018,,2057.16,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2019,,2118.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2020,,2105.43,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2021,,2268.27,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2022,,2224.64,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SE,Sweden,2023,,2048.99,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2014,,170.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2015,,177.45,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2016,,178.03,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2017,,187.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2018,,199.04,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2019,,223.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2020,,211.58,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2021,,197.05,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2022,,205.42,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SI,Slovenia,2023,,211.83,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2014,,207.63,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2015,,203.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2016,,213.5,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2017,,223.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2018,,232.57,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2019,,233.09,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2020,,200.16,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2021,,203.5,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2022,,202,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,MIO_EUR,Million euro,SK,Slovakia,2023,,206.07,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2014,,0.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2015,,0.85,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2016,,0.85,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2017,,0.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2018,,0.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2019,,0.86,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2020,,0.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2021,,0.83,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2022,,0.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),AT,Austria,2023,,0.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2014,,0.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2015,,0.69,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2016,,0.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2017,,0.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2018,,0.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2019,,0.64,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2020,,0.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2021,,0.61,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2022,,0.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BE,Belgium,2023,,0.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2014,,0.28,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2015,,0.28,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2016,,0.31,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2017,,0.3,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,TRA,Transport taxes,PC_GDP,Percentage of gross domestic product (GDP),BG,Bulgaria,2018,,0.31,,,,,
