STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,tax,Taxes,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DE,Germany,2022,,62427,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DE,Germany,2023,,60383,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2014,,6197.19,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2015,,6022.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2016,,6151.2,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2017,,5861.37,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2018,,5775.84,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2019,,5308.49,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2020,,5165.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2021,,5219.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2022,,5221.6,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,DK,Denmark,2023,,4051.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2014,,520.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2015,,557.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2016,,641.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2017,,682.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2018,,696.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2019,,902.1,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2020,,691.73,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2021,,757.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2022,,851.84,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EE,Estonia,2023,,930.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2014,,5961,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2015,,6030,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2016,,5891,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2017,,6319,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2018,,5929,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2019,,6186,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2020,,5418,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2021,,6213,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2022,,9989,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,EL,Greece,2023,,7547,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2014,,16104,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2015,,17400,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2016,,17207,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2017,,17698,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2018,,18257,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2019,,18086,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2020,,16020,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2021,,17323,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2022,,16562,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,ES,Spain,2023,,19371,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2014,,4001,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2015,,4167,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2016,,4552,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2017,,4454,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2018,,4565,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2019,,4612,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2020,,4526,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2021,,4563,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2022,,4868,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FI,Finland,2023,,4665,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2014,,34342,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2015,,38360,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2016,,41194,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2017,,43862,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2018,,46599,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2019,,47012,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2020,,41090,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2021,,45300,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2022,,44068,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,FR,France,2023,,39765,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2014,,1003.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2015,,1126.25,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2016,,1220.49,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2017,,1267.31,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2018,,1407.14,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2019,,1468.37,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2020,,1264.46,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2021,,1418.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2022,,1384.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HR,Croatia,2023,,1590.71,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2014,,1944.14,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2015,,2096.68,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2016,,2237.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2017,,2323.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2018,,2321.87,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2019,,2507.14,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2020,,2279.36,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2021,,2347.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2022,,2330.12,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,HU,Hungary,2023,,3438.23,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2014,,2840.2,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2015,,3042.88,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2016,,3135.25,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2017,,3258,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2018,,3176.04,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2019,,3039.54,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2020,,2786.16,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2021,,3231.75,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2022,,2647.76,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IE,Ireland,2023,,3008.95,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2014,,163.07,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2015,,184.59,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2016,,202.02,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2017,,248.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2018,,246.49,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2019,,253.01,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2020,,220.8,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2021,,187.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2022,,264.06,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IS,Iceland,2023,,238.7,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2014,,52017,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2015,,49117,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2016,,50854,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2017,,48964,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2018,,48827,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2019,,50735,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2020,,43873,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2021,,44994,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2022,,34315,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,IT,Italy,2023,,42514,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2014,,19.77,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2015,,21.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2016,,20.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2017,,20.96,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2018,,18.31,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2019,,22.02,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2020,,20.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LI,Liechtenstein,2021,,21.21,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2014,,580.48,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2015,,622.94,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2016,,677.26,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2017,,731.92,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2018,,809.33,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2019,,836.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2020,,867.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2021,,919.38,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2022,,873.51,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LT,Lithuania,2023,,910.82,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2014,,903.9,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2015,,870.24,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2016,,851.64,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2017,,874.98,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2018,,939.16,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2019,,1008.52,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2020,,815.45,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2021,,979.42,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2022,,870.97,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LU,Luxembourg,2023,,938.35,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2014,,672.61,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2015,,729.78,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2016,,783.56,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2017,,807.93,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2018,,844.27,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2019,,799.41,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2020,,812.48,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2021,,799.15,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2022,,688.32,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,LV,Latvia,2023,,758.79,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2014,,129.49,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2015,,135.66,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2016,,146.81,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2017,,154.52,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2018,,158.72,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2019,,178.63,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2020,,141.59,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2021,,137.55,,,,,
dataflow,ESTAT:ENV_AC_TAX(1.0),Environmental tax revenues,A,Annual,NRG,Energy taxes,MIO_EUR,Million euro,MT,Malta,2022,,144.74,,,,,
